field_id,label,caption,type,page,rect
topmostsubform_0_page4_0_c4_9_1,topmostSubform[0].Page4[0].c4_9[1],,checkbox,3,"560.2,289.0,570.2,299.0"
topmostsubform_0_page4_0_c4_10_0,topmostSubform[0].Page4[0].c4_10[0],,checkbox,3,"538.6,313.0,548.6,323.0"
topmostsubform_0_page4_0_c4_10_1,topmostSubform[0].Page4[0].c4_10[1],,checkbox,3,"560.2,313.0,570.2,323.0"
topmostsubform_0_page4_0_c4_11_0,topmostSubform[0].Page4[0].c4_11[0],,checkbox,3,"538.6,337.0,548.6,347.0"
topmostsubform_0_page4_0_c4_11_1,topmostSubform[0].Page4[0].c4_11[1],,checkbox,3,"560.2,337.0,570.2,347.0"
topmostsubform_0_page4_0_c4_12_0,topmostSubform[0].Page4[0].c4_12[0],,checkbox,3,"538.6,361.0,548.6,371.0"
topmostsubform_0_page4_0_c4_12_1,topmostSubform[0].Page4[0].c4_12[1],,checkbox,3,"560.2,361.0,570.2,371.0"
topmostsubform_0_page4_0_partvtable1_0_line1_0_f4_2_0,topmostSubform[0].Page4[0].PartVTable1[0].Line1[0].f4_2[0],. . . . . . . . . 1,text,3,"388.8,420.0,481.6,432.0"
topmostsubform_0_page4_0_partvtable1_0_line1_0_f4_3_0,topmostSubform[0].Page4[0].PartVTable1[0].Line1[0].f4_3[0],. . . . . . . . . 1,text,3,"482.4,420.0,576.0,432.0"
topmostsubform_0_page4_0_partvtable1_0_line2_0_f4_4_0,topmostSubform[0].Page4[0].PartVTable1[0].Line2[0].f4_4[0],. . . . . . . . . 2,text,3,"388.8,432.0,481.6,444.0"
topmostsubform_0_page4_0_partvtable1_0_line2_0_f4_5_0,topmostSubform[0].Page4[0].PartVTable1[0].Line2[0].f4_5[0],. . . . . . . . . 2,text,3,"482.4,432.0,576.0,444.0"
topmostsubform_0_page4_0_partvtable1_0_line3_0_f4_6_0,topmostSubform[0].Page4[0].PartVTable1[0].Line3[0].f4_6[0],4 . . . . . . . . 3,text,3,"388.8,444.0,481.6,456.0"
topmostsubform_0_page4_0_partvtable1_0_line3_0_f4_7_0,topmostSubform[0].Page4[0].PartVTable1[0].Line3[0].f4_7[0],4 . . . . . . . . 3,text,3,"482.4,444.0,576.0,456.0"
topmostsubform_0_page4_0_partvtable1_0_line4_0_f4_8_0,topmostSubform[0].Page4[0].PartVTable1[0].Line4[0].f4_8[0],"life. Schedule D, line 4. Attach Form(s) 712 . 4",text,3,"388.8,456.0,481.6,468.0"
topmostsubform_0_page4_0_partvtable1_0_line4_0_f4_9_0,topmostSubform[0].Page4[0].PartVTable1[0].Line4[0].f4_9[0],"life. Schedule D, line 4. Attach Form(s) 712 . 4",text,3,"482.4,456.0,576.0,468.0"
topmostsubform_0_page4_0_partvtable1_0_line5_0_f4_10_0,topmostSubform[0].Page4[0].PartVTable1[0].Line5[0].f4_10[0],. . . . . . . . . 5,text,3,"388.8,468.0,481.6,480.0"
topmostsubform_0_page4_0_partvtable1_0_line5_0_f4_11_0,topmostSubform[0].Page4[0].PartVTable1[0].Line5[0].f4_11[0],. . . . . . . . . 5,text,3,"482.4,468.0,576.0,480.0"
topmostsubform_0_page4_0_partvtable1_0_line6_0_f4_12_0,topmostSubform[0].Page4[0].PartVTable1[0].Line6[0].f4_12[0],7 . . . . . . . . 6,text,3,"388.8,480.0,481.6,492.0"
topmostsubform_0_page4_0_partvtable1_0_line6_0_f4_13_0,topmostSubform[0].Page4[0].PartVTable1[0].Line6[0].f4_13[0],7 . . . . . . . . 6,text,3,"482.4,480.0,576.0,492.0"
topmostsubform_0_page4_0_partvtable1_0_line7_0_f4_14_0,topmostSubform[0].Page4[0].PartVTable1[0].Line7[0].f4_14[0],"Schedule G, line 5 . . . . . 7",text,3,"388.8,492.0,481.6,504.0"
topmostsubform_0_page4_0_partvtable1_0_line7_0_f4_15_0,topmostSubform[0].Page4[0].PartVTable1[0].Line7[0].f4_15[0],"Schedule G, line 5 . . . . . 7",text,3,"482.4,492.0,576.0,504.0"
topmostsubform_0_page4_0_partvtable1_0_line8_0_f4_16_0,topmostSubform[0].Page4[0].PartVTable1[0].Line8[0].f4_16[0],. . . . . . . . . 8,text,3,"388.8,504.0,481.6,516.0"
topmostsubform_0_page4_0_partvtable1_0_line8_0_f4_17_0,topmostSubform[0].Page4[0].PartVTable1[0].Line8[0].f4_17[0],. . . . . . . . . 8,text,3,"482.4,504.0,576.0,516.0"
topmostsubform_0_page4_0_partvtable1_0_line9_0_f4_18_0,topmostSubform[0].Page4[0].PartVTable1[0].Line9[0].f4_18[0],. . . . . . . . . 9,text,3,"388.8,516.0,481.6,528.0"
topmostsubform_0_page4_0_partvtable1_0_line9_0_f4_19_0,topmostSubform[0].Page4[0].PartVTable1[0].Line9[0].f4_19[0],. . . . . . . . . 9,text,3,"482.4,516.0,576.0,528.0"
topmostsubform_0_page4_0_partvtable1_0_line10_0_f4_20_0,topmostSubform[0].Page4[0].PartVTable1[0].Line10[0].f4_20[0],subject to the special rule of Reg. section 20.2010-2(a)(7)(ii) 10,text,3,"388.8,528.0,481.6,540.0"
topmostsubform_0_page4_0_partvtable1_0_line10_0_f4_21_0,topmostSubform[0].Page4[0].PartVTable1[0].Line10[0].f4_21[0],subject to the special rule of Reg. section 20.2010-2(a)(7)(ii) 10,text,3,"482.4,528.0,576.0,540.0"
topmostsubform_0_page4_0_partvtable1_0_line11_0_f4_22_0,topmostSubform[0].Page4[0].PartVTable1[0].Line11[0].f4_22[0],. . . . . . . . . 11,text,3,"388.8,540.0,481.6,552.0"
topmostsubform_0_page4_0_partvtable1_0_line11_0_f4_23_0,topmostSubform[0].Page4[0].PartVTable1[0].Line11[0].f4_23[0],. . . . . . . . . 11,text,3,"482.4,540.0,576.0,552.0"
topmostsubform_0_page4_0_partvtable1_0_line12_0_f4_24_0,topmostSubform[0].Page4[0].PartVTable1[0].Line12[0].f4_24[0],"easement exclusion. Schedule U, line 20 . . . 12",text,3,"388.8,552.0,481.6,564.0"
topmostsubform_0_page4_0_partvtable1_0_line12_0_f4_25_0,topmostSubform[0].Page4[0].PartVTable1[0].Line12[0].f4_25[0],"easement exclusion. Schedule U, line 20 . . . 12",text,3,"482.4,552.0,576.0,564.0"
topmostsubform_0_page4_0_partvtable1_0_line13_0_f4_26_0,topmostSubform[0].Page4[0].PartVTable1[0].Line13[0].f4_26[0],. . . . . . . . . 13,text,3,"388.8,576.0,481.6,588.0"
topmostsubform_0_page4_0_partvtable1_0_line13_0_f4_27_0,topmostSubform[0].Page4[0].PartVTable1[0].Line13[0].f4_27[0],. . . . . . . . . 13,text,3,"482.4,576.0,576.0,588.0"
topmostsubform_0_page4_0_partvtable2_0_line14_0_f4_28_0,topmostSubform[0].Page4[0].PartVTable2[0].Line14[0].f4_28[0],"administering property subject to claims. Schedule J, line 12 14",text,3,"482.4,600.0,576.0,612.0"
topmostsubform_0_page4_0_partvtable2_0_line15_0_f4_29_0,topmostSubform[0].Page4[0].PartVTable2[0].Line15[0].f4_29[0],. . . . . . . . . 15,text,3,"482.4,612.0,576.0,624.0"
topmostsubform_0_page4_0_partvtable2_0_line16_0_f4_30_0,topmostSubform[0].Page4[0].PartVTable2[0].Line16[0].f4_30[0],"the decedent. Schedule K, line 10 . . . 16",text,3,"482.4,624.0,576.0,636.0"
topmostsubform_0_page4_0_partvtable2_0_line17_0_f4_31_0,topmostSubform[0].Page4[0].PartVTable2[0].Line17[0].f4_31[0],. . . . . . . . . 17,text,3,"482.4,636.0,576.0,648.0"
topmostsubform_0_page4_0_partvtable2_0_line18_0_f4_32_0,topmostSubform[0].Page4[0].PartVTable2[0].Line18[0].f4_32[0],. . . . . . . . . 18,text,3,"482.4,648.0,576.0,660.0"
topmostsubform_0_page4_0_partvtable2_0_line19_0_f4_33_0,topmostSubform[0].Page4[0].PartVTable2[0].Line19[0].f4_33[0],. . . . . . . . . 19,text,3,"482.4,660.0,576.0,672.0"
topmostsubform_0_page4_0_partvtable2_0_line20_0_f4_34_0,topmostSubform[0].Page4[0].PartVTable2[0].Line20[0].f4_34[0],"Schedule L, line 8 . . . . . 20",text,3,"482.4,672.0,576.0,684.0"
topmostsubform_0_page4_0_partvtable2_0_line21_0_f4_35_0,topmostSubform[0].Page4[0].PartVTable2[0].Line21[0].f4_35[0],"deduction is being claimed. Schedule M, line 14 . 21",text,3,"482.4,684.0,576.0,696.0"
topmostsubform_0_page4_0_partvtable2_0_line22_0_f4_36_0,topmostSubform[0].Page4[0].PartVTable2[0].Line22[0].f4_36[0],. . . . . . . . . 22,text,3,"482.4,696.0,576.0,708.0"
topmostsubform_0_page4_0_partvtable2_0_line23_0_f4_37_0,topmostSubform[0].Page4[0].PartVTable2[0].Line23[0].f4_37[0],special rule of Reg. section 20.2010-2(a)(7)(ii) . . . 23,text,3,"482.4,708.0,576.0,720.0"
topmostsubform_0_page4_0_partvtable2_0_line24_0_f4_38_0,topmostSubform[0].Page4[0].PartVTable2[0].Line24[0].f4_38[0],"on Part II, line 2 . . . . 24",text,3,"482.4,720.0,576.0,732.0"
topmostsubform_0_page5_0_c5_1_0,topmostSubform[0].Page5[0].c5_1[0],Check here for the estate of a decedent,checkbox,4,"40.4,110.5,48.4,118.5"
topmostsubform_0_page5_0_c5_2_0,topmostSubform[0].Page5[0].c5_2[0],Yes No,checkbox,4,"504.0,146.0,512.0,154.0"
topmostsubform_0_page5_0_c5_2_1,topmostSubform[0].Page5[0].c5_2[1],No,checkbox,4,"540.0,146.0,548.0,154.0"
topmostsubform_0_page5_0_f5_1_0,topmostSubform[0].Page5[0].f5_1[0],. . . . . . . . . 1,text,4,"482.4,216.0,576.0,228.0"
topmostsubform_0_page5_0_f5_2_0,topmostSubform[0].Page5[0].f5_2[0],was paid or payable. See instructions . . . 2,text,4,"482.4,228.0,576.0,240.0"
topmostsubform_0_page5_0_f5_3_0,topmostSubform[0].Page5[0].f5_3[0],. . . . . . . . . 3,text,4,"482.4,240.0,576.0,252.0"
topmostsubform_0_page5_0_f5_4_0,topmostSubform[0].Page5[0].f5_4[0],. . . . . . . . . 4,text,4,"482.4,252.0,576.0,264.0"
topmostsubform_0_page5_0_f5_5_0,topmostSubform[0].Page5[0].f5_5[0],. . . . . . . . . 5,text,4,"482.4,264.0,576.0,276.0"
topmostsubform_0_page5_0_f5_6_0,topmostSubform[0].Page5[0].f5_6[0],. . . . . . . . . 6,text,4,"482.4,276.0,576.0,288.0"
topmostsubform_0_page5_0_f5_7_0,topmostSubform[0].Page5[0].f5_7[0],. . . . . . . . . 7,text,4,"482.4,288.0,576.0,300.0"
topmostsubform_0_page5_0_f5_8_0,topmostSubform[0].Page5[0].f5_8[0],. . . . . . . . . 8,text,4,"482.4,300.0,576.0,312.0"
topmostsubform_0_page5_0_f5_9_0,topmostSubform[0].Page5[0].f5_9[0],. . . . . . . . . 9,text,4,"482.4,312.0,576.0,324.0"
topmostsubform_0_page5_0_f5_10_0,topmostSubform[0].Page5[0].f5_10[0],. . . . . . . . . 10,text,4,"482.4,324.0,576.0,336.0"
topmostsubform_0_page5_0_table_sectiond_part1_0_line1_0_f5_11_0,topmostSubform[0].Page5[0].Table_SectionD_Part1[0].Line1[0].f5_11[0],,text,4,"37.0,444.0,128.9,456.0"
topmostsubform_0_page5_0_table_sectiond_part1_0_line1_0_f5_12_0,topmostSubform[0].Page5[0].Table_SectionD_Part1[0].Line1[0].f5_12[0],,text,4,"129.6,444.0,201.6,456.0"
topmostsubform_0_page5_0_table_sectiond_part1_0_line1_0_c5_3_0,topmostSubform[0].Page5[0].Table_SectionD_Part1[0].Line1[0].c5_3[0],,checkbox,4,"207.4,446.0,217.4,456.0"
topmostsubform_0_page5_0_table_sectiond_part1_0_line1_0_c5_3_1,topmostSubform[0].Page5[0].Table_SectionD_Part1[0].Line1[0].c5_3[1],,checkbox,4,"229.0,446.0,239.0,456.0"
topmostsubform_0_page5_0_table_sectiond_part1_0_line1_0_f5_13_0,topmostSubform[0].Page5[0].Table_SectionD_Part1[0].Line1[0].f5_13[0],,text,4,"244.8,444.0,316.0,456.0"
topmostsubform_0_page5_0_table_sectiond_part1_0_line1_0_f5_14_0,topmostSubform[0].Page5[0].Table_SectionD_Part1[0].Line1[0].f5_14[0],,text,4,"316.8,444.0,388.0,456.0"
topmostsubform_0_page5_0_table_sectiond_part1_0_line1_0_f5_15_0,topmostSubform[0].Page5[0].Table_SectionD_Part1[0].Line1[0].f5_15[0],,text,4,"388.8,444.0,481.6,456.0"
topmostsubform_0_page5_0_table_sectiond_part1_0_line1_0_f5_16_0,topmostSubform[0].Page5[0].Table_SectionD_Part1[0].Line1[0].f5_16[0],,text,4,"482.4,444.0,575.2,456.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line1_0_f5_17_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line1[0].f5_17[0],,text,4,"37.0,468.0,128.9,480.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line1_0_f5_18_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line1[0].f5_18[0],,text,4,"129.6,468.0,201.6,480.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line1_0_c5_4_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line1[0].c5_4[0],,checkbox,4,"207.4,470.0,217.4,480.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line1_0_c5_4_1,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line1[0].c5_4[1],,checkbox,4,"229.0,470.0,239.0,480.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line1_0_f5_19_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line1[0].f5_19[0],,text,4,"244.8,468.0,316.0,480.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line1_0_f5_20_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line1[0].f5_20[0],,text,4,"316.8,468.0,388.0,480.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line1_0_f5_21_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line1[0].f5_21[0],,text,4,"388.8,468.0,481.6,480.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line2_0_f5_22_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line2[0].f5_22[0],,text,4,"37.0,480.0,128.9,492.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line2_0_f5_23_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line2[0].f5_23[0],,text,4,"129.6,480.0,201.6,492.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line2_0_c5_5_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line2[0].c5_5[0],,checkbox,4,"207.4,482.0,217.4,492.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line2_0_c5_5_1,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line2[0].c5_5[1],,checkbox,4,"229.0,482.0,239.0,492.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line2_0_f5_24_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line2[0].f5_24[0],,text,4,"244.8,480.0,316.0,492.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line2_0_f5_25_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line2[0].f5_25[0],,text,4,"316.8,480.0,388.0,492.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line2_0_f5_26_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line2[0].f5_26[0],,text,4,"388.8,480.0,481.6,492.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line3_0_f5_27_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line3[0].f5_27[0],,text,4,"37.0,492.0,128.9,504.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line3_0_f5_28_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line3[0].f5_28[0],,text,4,"129.6,492.0,201.6,504.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line3_0_c5_6_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line3[0].c5_6[0],,checkbox,4,"207.4,494.0,217.4,504.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line3_0_c5_6_1,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line3[0].c5_6[1],,checkbox,4,"229.0,494.0,239.0,504.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line3_0_f5_29_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line3[0].f5_29[0],,text,4,"244.8,492.0,316.0,504.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line3_0_f5_30_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line3[0].f5_30[0],,text,4,"316.8,492.0,388.0,504.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line3_0_f5_31_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line3[0].f5_31[0],,text,4,"388.8,492.0,481.6,504.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line4_0_f5_32_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line4[0].f5_32[0],,text,4,"37.0,504.0,128.9,516.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line4_0_f5_33_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line4[0].f5_33[0],,text,4,"129.6,504.0,201.6,516.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line4_0_c5_7_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line4[0].c5_7[0],,checkbox,4,"207.4,506.0,217.4,516.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line4_0_c5_7_1,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line4[0].c5_7[1],,checkbox,4,"229.0,506.0,239.0,516.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line4_0_f5_34_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line4[0].f5_34[0],,text,4,"244.8,504.0,316.0,516.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line4_0_f5_35_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line4[0].f5_35[0],,text,4,"316.8,504.0,388.0,516.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line4_0_f5_36_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line4[0].f5_36[0],,text,4,"388.8,504.0,481.6,516.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line5_0_f5_37_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line5[0].f5_37[0],,text,4,"37.0,516.0,128.9,528.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line5_0_f5_38_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line5[0].f5_38[0],,text,4,"129.6,516.0,201.6,528.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line5_0_c5_8_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line5[0].c5_8[0],,checkbox,4,"207.4,518.0,217.4,528.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line5_0_c5_8_1,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line5[0].c5_8[1],,checkbox,4,"229.0,518.0,239.0,528.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line5_0_f5_39_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line5[0].f5_39[0],,text,4,"244.8,516.0,316.0,528.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line5_0_f5_40_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line5[0].f5_40[0],,text,4,"316.8,516.0,388.0,528.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line5_0_f5_41_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line5[0].f5_41[0],,text,4,"388.8,516.0,481.6,528.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line6_0_f5_42_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line6[0].f5_42[0],,text,4,"37.0,528.0,128.9,540.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line6_0_f5_43_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line6[0].f5_43[0],,text,4,"129.6,528.0,201.6,540.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line6_0_c5_9_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line6[0].c5_9[0],,checkbox,4,"207.4,530.0,217.4,540.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line6_0_c5_9_1,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line6[0].c5_9[1],,checkbox,4,"229.0,530.0,239.0,540.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line6_0_f5_44_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line6[0].f5_44[0],,text,4,"244.8,528.0,316.0,540.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line6_0_f5_45_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line6[0].f5_45[0],,text,4,"316.8,528.0,388.0,540.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line6_0_f5_46_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line6[0].f5_46[0],,text,4,"388.8,528.0,481.6,540.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line7_0_f5_47_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line7[0].f5_47[0],,text,4,"37.0,540.0,128.9,552.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line7_0_f5_48_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line7[0].f5_48[0],,text,4,"129.6,540.0,201.6,552.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line7_0_c5_10_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line7[0].c5_10[0],,checkbox,4,"207.4,542.0,217.4,552.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line7_0_c5_10_1,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line7[0].c5_10[1],,checkbox,4,"229.0,542.0,239.0,552.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line7_0_f5_49_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line7[0].f5_49[0],,text,4,"244.8,540.0,316.0,552.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line7_0_f5_50_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line7[0].f5_50[0],,text,4,"316.8,540.0,388.0,552.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line7_0_f5_51_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line7[0].f5_51[0],,text,4,"388.8,540.0,481.6,552.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line8_0_f5_52_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line8[0].f5_52[0],,text,4,"37.0,552.0,128.9,564.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line8_0_f5_53_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line8[0].f5_53[0],,text,4,"129.6,552.0,201.6,564.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line8_0_c5_11_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line8[0].c5_11[0],,checkbox,4,"207.4,554.0,217.4,564.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line8_0_c5_11_1,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line8[0].c5_11[1],,checkbox,4,"229.0,554.0,239.0,564.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line8_0_f5_54_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line8[0].f5_54[0],,text,4,"244.8,552.0,316.0,564.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line8_0_f5_55_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line8[0].f5_55[0],,text,4,"316.8,552.0,388.0,564.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line8_0_f5_56_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line8[0].f5_56[0],,text,4,"388.8,552.0,481.6,564.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line9_0_f5_57_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line9[0].f5_57[0],,text,4,"37.0,564.0,128.9,576.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line9_0_f5_58_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line9[0].f5_58[0],,text,4,"129.6,564.0,201.6,576.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line9_0_c5_12_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line9[0].c5_12[0],,checkbox,4,"207.4,566.0,217.4,576.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line9_0_c5_12_1,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line9[0].c5_12[1],,checkbox,4,"229.0,566.0,239.0,576.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line9_0_f5_59_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line9[0].f5_59[0],,text,4,"244.8,564.0,316.0,576.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line9_0_f5_60_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line9[0].f5_60[0],,text,4,"316.8,564.0,388.0,576.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line9_0_f5_61_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line9[0].f5_61[0],,text,4,"388.8,564.0,481.6,576.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line10_0_f5_62_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line10[0].f5_62[0],,text,4,"37.0,576.0,128.9,588.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line10_0_f5_63_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line10[0].f5_63[0],,text,4,"129.6,576.0,201.6,588.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line10_0_c5_13_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line10[0].c5_13[0],,checkbox,4,"207.4,578.0,217.4,588.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line10_0_c5_13_1,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line10[0].c5_13[1],,checkbox,4,"229.0,578.0,239.0,588.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line10_0_f5_64_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line10[0].f5_64[0],,text,4,"244.8,576.0,316.0,588.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line10_0_f5_65_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line10[0].f5_65[0],,text,4,"316.8,576.0,388.0,588.0"
topmostsubform_0_page5_0_table_sectiond_part2_0_line10_0_f5_66_0,topmostSubform[0].Page5[0].Table_SectionD_Part2[0].Line10[0].f5_66[0],,text,4,"388.8,576.0,481.6,588.0"
topmostsubform_0_page5_0_f5_67_0,topmostSubform[0].Page5[0].f5_67[0],. . . . . . . . . 3,text,4,"316.8,600.0,388.0,612.0"
topmostsubform_0_page5_0_f5_68_0,topmostSubform[0].Page5[0].f5_68[0],"D. Enter here and on Part II, line 9b 4",text,4,"316.8,612.0,388.0,624.0"
